experiment,condition,decision_id,ocid,ai_verdict,policy_verdict,violation_codes,violations_count,policy_snapshot_id,policy_snapshot_digest,timestamp,model_id,contract_value,publication_delay_days,above_threshold,governed_by_pa23,is_modification,direct_award_justification_present,procurement_method_open_flag,supplier_id
E2,L2,07deb3e2-2964-4eea-9814-fc8227be7a8f,ocds-b5fd17-001cf81b-5232-4d78-a0c7-4b8ab05f7658,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:46:30.282Z,gpt-5.4-2026-03-05,133103.95,29,false,true,false,false,,GB-COH-03659970
E2,L2,085c8ccd-d5da-4139-95b1-5a2859773f3b,ocds-b5fd17-eb24acbf-057f-4446-bd56-3c89497405fc,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T11:01:36.855Z,gpt-5.4-2026-03-05,25000,40,false,true,false,false,,GB-COH-05722765
E2,L2,091e8cf2-5e71-4701-97de-b472d17c99c0,ocds-b5fd17-f08b2593-8078-40b7-8484-64e6a761eb23,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T11:01:53.682Z,gpt-5.4-2026-03-05,40612.5,1,false,true,false,false,,GB-CFS-315851
E2,L2,09df5d7a-626f-4865-af78-d7eeefefb2f7,ocds-b5fd17-f5a2fc42-96e7-47c9-9779-e44719a3250b,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T11:02:20.353Z,gpt-5.4-2026-03-05,45000,218,false,true,false,false,,GB-CFS-334144
E2,L2,09feaaf9-bf71-4f5b-8210-39da37e58f08,ocds-b5fd17-2147773f-eb5f-4fbf-9b1e-edc10928210b,REVIEW,DENY,"[""PROC-005-OPEN-TENDER""]",1,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:48:48.633Z,gpt-5.4-2026-03-05,209490,20,true,true,false,false,,GB-COH-04283951
E2,L2,0c42998d-f8a5-4110-82bd-568c53f86f97,ocds-b5fd17-95c273ae-a397-4f18-8bbb-070dbf337616,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:56:15.832Z,gpt-5.4-2026-03-05,116000,20,false,true,false,false,,GB-COH-04575191
E2,L2,0c67077a-3e4e-4cb8-a6a7-51225af8f740,ocds-b5fd17-0891c625-1582-4d85-8221-2cb0798633f3,REVIEW,DENY,"[""PROC-001-S53"",""PROC-002-AUTHORITY"",""PROC-005-OPEN-TENDER""]",3,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:47:02.594Z,gpt-5.4-2026-03-05,30234316.91,39,true,true,false,false,,GB-CFS-334126
E2,L2,0cf73abb-9a3b-4eb3-9f55-818fb720037f,ocds-b5fd17-f5052bc7-d3b9-4a56-9bca-fe06c5d44561,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T11:02:13.913Z,gpt-5.4-2026-03-05,84754.25,12,false,true,false,false,,GB-CFS-334085
E2,L2,0d55d20e-823b-4d2b-8915-8084388f80ec,ocds-b5fd17-da85331b-8688-4324-aeb7-3d44addeb129,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T11:00:43.200Z,gpt-5.4-2026-03-05,123534.4,36,false,true,false,false,,GB-COH-06854627
E2,L2,0f628ac5-9ed2-49de-b8bd-10873c21eab5,ocds-b5fd17-c72a8d58-dee6-4d81-bfa1-938cf0c35652,REVIEW,DENY,"[""PROC-002-AUTHORITY"",""PROC-005-OPEN-TENDER""]",2,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:59:29.911Z,gpt-5.4-2026-03-05,1372200,2,true,true,false,false,,GB-CFS-334083
E2,L2,10783f22-6c8a-4883-a192-ed10c512cdcd,ocds-b5fd17-6d469dd2-cc2e-4180-9cb4-9361a037ec40,REVIEW,DENY,"[""PROC-001-S53"",""PROC-005-OPEN-TENDER""]",2,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:53:28.885Z,gpt-5.4-2026-03-05,300000,32,true,true,false,false,,GB-COH-00336408
E2,L2,10e1b565-55a4-4bc9-a8bc-b9361a720c45,ocds-b5fd17-f6cd3d76-8c15-4367-a3a9-917441361d67,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T11:02:31.546Z,gpt-5.4-2026-03-05,125000,23,false,true,false,false,,GB-CFS-331067
E2,L2,1200cbf9-702b-4eca-a7e1-6475eae7eec0,ocds-b5fd17-cb412777-0d3c-44f6-a7f4-7f7ffac579b8,REVIEW,DENY,"[""PROC-002-AUTHORITY"",""PROC-005-OPEN-TENDER""]",2,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:59:40.699Z,gpt-5.4-2026-03-05,2176018,-1032,true,true,false,false,,GB-CFS-7496
E2,L2,145c4bb8-e691-4d16-b230-50f2f73f7231,ocds-b5fd17-73c372c4-a3f3-4641-b693-21eb497f50bb,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:53:53.894Z,gpt-5.4-2026-03-05,40133,58,false,true,false,false,,GB-COH-02933191
E2,L2,1469497d-a423-49c3-89cc-c25e74f83030,ocds-b5fd17-54ed0ae6-683f-49ce-b863-aebbeed7d634,REVIEW,DENY,"[""PROC-002-AUTHORITY""]",1,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:52:07.173Z,gpt-5.4-2026-03-05,5626967.5,44,true,false,false,false,true,GB-CFS-269894
E2,L2,15153d91-416e-4a71-97a1-6d870ff753b9,ocds-b5fd17-591c01c4-3446-4b1b-9a7d-df0ef99f5f91,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:52:29.622Z,gpt-5.4-2026-03-05,36156.9,47,false,true,false,false,,GB-CFS-328535
E2,L2,15434374-b581-46b5-a145-e80ba4749d6a,ocds-b5fd17-15a37e29-28a4-4e14-a057-f1bc8f8124d6,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:47:50.989Z,gpt-5.4-2026-03-05,78798.72,25,false,true,false,false,,GB-COH-03742352
E2,L2,169095ba-aae8-4b28-b80e-cee8b8b5f92c,ocds-b5fd17-f7862417-eb45-4710-b46d-1893ed6ee6df,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T11:02:34.357Z,gpt-5.4-2026-03-05,30000,29,false,true,false,false,,GB-COH-00975677
E2,L2,16f499d3-ba56-4f48-afe3-2c29674308fe,ocds-b5fd17-2d7dff2e-ef9d-42be-84cd-e2fae67e7b31,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:49:26.975Z,gpt-5.4-2026-03-05,0,43,false,true,false,false,,GB-COH-10366511
E2,L2,17aaa54c-fb87-48f0-adf5-b3241333443c,ocds-b5fd17-8c39e552-ddf7-4cb0-8fb6-eaeaa827b2d3,REVIEW,DENY,"[""PROC-005-OPEN-TENDER""]",1,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:55:44.719Z,gpt-5.4-2026-03-05,428169,16,true,true,false,false,,GB-COH-04109393
E2,L2,17fd215d-ceb0-448a-a22f-cd59ce45cfbb,ocds-b5fd17-7355c853-47f1-4685-9485-1260cb115831,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:53:51.123Z,gpt-5.4-2026-03-05,66956.94,47,false,true,false,false,,GB-CFS-314126
E2,L2,1812e163-b608-4aa9-9760-acb55b8f5662,ocds-b5fd17-67f575bf-d213-4571-8a0f-80193c938df3,REVIEW,DENY,"[""PROC-002-AUTHORITY"",""PROC-005-OPEN-TENDER""]",2,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:53:19.709Z,gpt-5.4-2026-03-05,2500000,1,true,true,false,false,,GB-COH-04474600
E2,L2,1852faf1-aed6-40d2-9c58-573944d97658,ocds-b5fd17-9830af26-953b-4427-8b5e-cf1a7da9d371,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:56:32.394Z,gpt-5.4-2026-03-05,32000,101,false,true,false,false,,GB-COH-08664789
E2,L2,18d90015-7119-4d76-a026-1296642f13e1,ocds-b5fd17-9ea92481-4dad-41d0-b9ac-c36c8b61db07,REVIEW,DENY,"[""PROC-002-AUTHORITY"",""PROC-005-OPEN-TENDER""]",2,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:57:18.235Z,gpt-5.4-2026-03-05,880000,7,true,true,false,false,,GB-CFS-234662
E2,L2,195d447d-9778-4fd1-89ab-37e151f41140,ocds-b5fd17-08b81634-2789-47fe-9030-f32b1018eea4,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:47:06.408Z,gpt-5.4-2026-03-05,15720,-32,false,true,false,false,true,GB-CFS-334119
E2,L2,19cb79d0-711b-40dd-9e53-700b115045cb,ocds-b5fd17-28ce2cff-6b1a-4171-826c-5ae5152c9637,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:49:07.255Z,gpt-5.4-2026-03-05,0,1,false,true,false,false,,GB-CFS-334094
E2,L2,1be8dcd3-a229-4f8b-9ca7-ceb37921be11,ocds-b5fd17-39e7a012-1908-49ff-9c6b-3d8e3328e6eb,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:50:10.122Z,gpt-5.4-2026-03-05,51780,6,false,true,false,false,,GB-CFS-240453
E2,L2,1c653951-b5b7-454e-8980-e833299fd514,ocds-b5fd17-1e6f4e93-c1e1-4164-be22-7e5908b2f2c0,REVIEW,DENY,"[""PROC-002-AUTHORITY"",""PROC-005-OPEN-TENDER""]",2,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:48:42.044Z,gpt-5.4-2026-03-05,2344248.03,1,true,true,false,false,,GB-CFS-244651
E2,L2,1dde597e-9220-4fba-bd74-4532c16af958,ocds-b5fd17-71c68508-f00f-4e27-b005-bfc8cbaba310,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:53:45.356Z,gpt-5.4-2026-03-05,10206.68,28,false,true,false,false,,GB-CFS-334100
E2,L2,1f17c2b3-ffa9-4b03-92ec-462709792275,ocds-b5fd17-a31d1979-e5b9-4dd5-b915-708209152dac,REVIEW,DENY,"[""PROC-002-AUTHORITY"",""PROC-005-OPEN-TENDER""]",2,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:57:31.609Z,gpt-5.4-2026-03-05,837160.68,-5,true,true,false,false,,GB-CFS-328274
E2,L2,2050e391-3f0d-40a6-a94d-080b60ca5345,ocds-b5fd17-b50fe3af-421f-497c-b405-764d48ff89c0,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:58:43.147Z,gpt-5.4-2026-03-05,32754,29,false,true,false,false,,GB-COH-07183575
E2,L2,2142715a-ee33-4798-b2fe-146b5ab3fa76,ocds-b5fd17-c45e7c40-45d2-4167-b059-f9989b32d028,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:59:20.092Z,gpt-5.4-2026-03-05,57969,127,false,true,false,false,,GB-COH-4107459
E2,L2,221360dd-d34a-44a2-8258-4a647a46cb3a,ocds-b5fd17-a9c7e6e3-038c-45b2-a1bd-0e6a3f425eb6,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:58:08.054Z,gpt-5.4-2026-03-05,15561,1,false,true,false,false,,GB-CFS-218149
E2,L2,25b81224-8fef-411e-8351-935d933eea81,ocds-b5fd17-6bb11187-ac69-45a7-8246-73ce1b53100d,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:53:25.837Z,gpt-5.4-2026-03-05,0,33,false,true,false,false,true,GB-CFS-167023
E2,L2,26f9334c-aa8c-4804-a88e-162fc6f6fd41,ocds-b5fd17-3def5f46-7f50-41fc-a612-82b7937d9873,REVIEW,DENY,"[""PROC-001-S53"",""PROC-002-AUTHORITY"",""PROC-005-OPEN-TENDER""]",3,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:50:22.601Z,gpt-5.4-2026-03-05,6000000,33,true,true,false,false,,GB-CFS-334138
E2,L2,27151d9c-442d-4486-ade7-e227b77bbbbf,ocds-b5fd17-fb3464e4-05cc-46ba-b4fd-a00aabc495a5,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T11:02:47.614Z,gpt-5.4-2026-03-05,41270,6,false,true,false,false,,GB-CFS-334113
E2,L2,27e78cc8-0ef4-42eb-b497-93e03e54280d,ocds-b5fd17-cd328027-dcda-4202-95c4-106c3e65ec65,REVIEW,DENY,"[""PROC-002-AUTHORITY"",""PROC-005-OPEN-TENDER""]",2,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:59:44.219Z,gpt-5.4-2026-03-05,4999999,30,true,true,false,false,,GB-COH-00096056
E2,L2,2903b54b-e190-4b61-b44e-214c83d9c96c,ocds-b5fd17-aa02200c-8536-4bd8-84de-c09ae6df781b,REVIEW,DENY,"[""PROC-002-AUTHORITY"",""PROC-005-OPEN-TENDER""]",2,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:58:11.020Z,gpt-5.4-2026-03-05,2080662580,14,true,true,false,false,,GB-CFS-334139
E2,L2,29c94f62-4340-42b1-a5a5-1c44e6822a6a,ocds-b5fd17-7af048e0-66c4-4785-a2c0-0094180119f0,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:54:28.616Z,gpt-5.4-2026-03-05,29162,1,false,true,false,false,,GB-CFS-334114
E2,L2,2a283ec2-648b-4891-b473-690a4a1284dd,ocds-b5fd17-5818cdef-0c52-4836-ae0e-aa8b3874adfa,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:52:17.164Z,gpt-5.4-2026-03-05,40000,29,false,true,false,false,,GB-CFS-321173
E2,L2,2c5a803e-1a6e-4b52-a0e0-ed5730ea3f83,ocds-b5fd17-164a6d50-e103-4f42-8751-aeac7af4b4c8,REVIEW,DENY,"[""PROC-005-OPEN-TENDER""]",1,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:47:57.248Z,gpt-5.4-2026-03-05,244395.53,26,true,true,false,false,,GB-COH-01782505
E2,L2,2c5fd92e-59f5-486e-b7c4-948f43d355c3,ocds-b5fd17-7b1b5d68-fbcc-4e3c-9f2c-44f68f02f2f1,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:54:32.169Z,gpt-5.4-2026-03-05,29250,512,false,false,false,false,true,GB-CFS-334096
E2,L2,2c618ba0-7b3d-4643-9022-6a02b9c15c9d,ocds-b5fd17-d9d2911c-2a37-4836-a3c2-fcc583adb704,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T11:00:36.630Z,gpt-5.4-2026-03-05,40000,29,false,true,false,false,,GB-CFS-321180
E2,L2,2f8d7ff4-2a58-4dba-b488-aa9d3fbc09d2,ocds-b5fd17-850c83d5-c0e2-4f79-8ebe-d78f69e6bed9,REVIEW,DENY,"[""PROC-001-S53"",""PROC-005-OPEN-TENDER""]",2,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:55:14.786Z,gpt-5.4-2026-03-05,219000,40,true,true,false,false,,GB-COH-07409897
E2,L2,3018e563-f8be-472e-b33b-e868f59003f1,ocds-b5fd17-4f5dd7d2-873e-4873-95ab-6e295cc698fd,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:51:43.398Z,gpt-5.4-2026-03-05,1853.02,1,false,true,false,false,,GB-CFS-299172
E2,L2,32e68d2a-9b44-4613-982f-8ce25905440a,ocds-b5fd17-136e059b-a6a2-4ef6-a978-f2276283285e,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:47:44.446Z,gpt-5.4-2026-03-05,35000,32,false,true,false,false,,GB-CFS-83701
E2,L2,3424ee3b-c03b-42bb-879d-0f96abfb7b62,ocds-b5fd17-9e7d3d07-bd5d-41cb-8944-1605dba980bb,REVIEW,DENY,"[""PROC-005-OPEN-TENDER""]",1,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:57:07.926Z,gpt-5.4-2026-03-05,90000,13,true,true,false,false,,GB-CFS-334081
E2,L2,35139054-bb3f-405e-96bd-b221ff4467a1,ocds-b5fd17-4eef16d5-c339-477b-bf61-5b68f19ef7f5,REVIEW,DENY,"[""PROC-005-OPEN-TENDER""]",1,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:51:35.990Z,gpt-5.4-2026-03-05,473717.85,13,true,false,false,false,,GB-COH-11603804
E2,L2,351cb9eb-e428-4f69-882b-1c613414d3b9,ocds-b5fd17-e8a75a2a-511c-449a-8d2f-92d742d82398,REVIEW,DENY,"[""PROC-001-S53"",""PROC-002-AUTHORITY"",""PROC-005-OPEN-TENDER""]",3,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T11:01:19.930Z,gpt-5.4-2026-03-05,512000,34,true,true,false,false,,GB-CFS-334098
E2,L2,363d739f-9ad9-41ca-83b2-09c6907a3c1d,ocds-b5fd17-ed8524b6-77a9-4095-8379-0935eb7624be,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T11:01:40.355Z,gpt-5.4-2026-03-05,96000,6,false,true,false,false,,GB-CFS-334105
E2,L2,37123838-ab39-4bd8-8fa4-38b25eaca570,ocds-b5fd17-351534bf-a184-44fe-8959-e563acfac4dd,REVIEW,DENY,"[""PROC-001-S53"",""PROC-002-AUTHORITY"",""PROC-005-OPEN-TENDER""]",3,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:49:53.762Z,gpt-5.4-2026-03-05,4000000,394,true,true,false,false,,GB-COH-01921893
E2,L2,386f6dac-b106-409a-b7ed-08babae337d2,ocds-b5fd17-da6a9dfa-ecde-452d-a2d7-82ced8ab3144,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T11:00:40.063Z,gpt-5.4-2026-03-05,1000,1,false,true,false,false,true,GB-CFS-334147
E2,L2,38a012b7-5fd7-4f09-acf3-c61257b57ede,ocds-b5fd17-d3407d4f-f143-4ec3-8560-630fbed8e308,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T11:00:17.705Z,gpt-5.4-2026-03-05,49730.47,8,false,true,false,false,,GB-CFS-240747
E2,L2,3a4312c4-0f6f-4942-922f-f84a8f840630,ocds-b5fd17-e0049a2e-06b6-4a1c-9d08-105fdbaf1ce2,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T11:01:00.003Z,gpt-5.4-2026-03-05,54900.24,1,false,true,false,false,,GB-CFS-306641
E2,L2,3a69ac01-afa6-445e-88b5-31b5753e9a80,ocds-b5fd17-93a99b4a-858e-41ba-8eaa-bc64955c3aaa,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:56:06.649Z,gpt-5.4-2026-03-05,50144.64,13,false,true,false,false,,GB-COH-03742352
E2,L2,3c774d20-c712-404b-9bc4-23092dbfc88b,ocds-b5fd17-56c92bb7-d876-4bbb-90f2-b8b5e090f0df,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:52:11.225Z,gpt-5.4-2026-03-05,120000,92,false,true,false,false,,GB-COH-01188070
E2,L2,3cc4f6dc-8192-4521-aca2-f34b873b2c1c,ocds-b5fd17-1aedfd5e-39bb-4365-8334-19ac3337c727,REVIEW,DENY,"[""PROC-005-OPEN-TENDER""]",1,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:48:32.514Z,gpt-5.4-2026-03-05,160525,14,true,true,false,false,,GB-CFS-334090
E2,L2,3cc61e25-326b-47ea-ac83-e25138f8f8d9,ocds-b5fd17-b9605bc6-b8de-4b4d-a412-1bdc91d44f28,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:58:50.180Z,gpt-5.4-2026-03-05,93500,29,false,true,false,false,,GB-COH-BR000105
E2,L2,3cd8e1d0-1e26-4872-ab6a-74db2c443091,ocds-b5fd17-7ba6c1ed-566d-4b82-9816-0c5a05c23394,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:54:46.039Z,gpt-5.4-2026-03-05,41094.66,40,false,true,false,false,,GB-CFS-315081
E2,L2,3e3c7a7b-c6b2-4406-9a87-4a6fc32bd64d,ocds-b5fd17-88c8aee5-aa60-4055-bc66-be2544cdd762,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:55:31.433Z,gpt-5.4-2026-03-05,28819.85,87,false,true,false,false,,GB-CFS-334092
E2,L2,3e4d174e-a8e1-4490-b23f-01cf714a3286,ocds-b5fd17-c273057a-4118-4b3c-8a60-ad7689f94dcd,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-22T10:59:13.021Z,gpt-5.4-2026-03-05,43314,37,false,true,false,false,,GB-COH-4624804
