decision_id,ocid,experiment,condition,model_id,reasoning_sha256,reasoning_text,source_run_path,verified
b75adb49-0fc3-4137-97e0-52e34629365d,ocds-b5fd17-19676ca5-69b3-4b2c-b548-04de9b5cccaf,E2,L2,gpt-5.4-2026-03-05,6b90ed11bdc2c2b4770c82b4e7abd6440295fae8e729a99f38690e9efd2d5935,"This above-threshold award (£192,702) appears to have been published 1,048 days after the 2023-06-15 award date, which is unusually late and may breach publication timing rules. The procurement method is recorded as selective, with no open-procedure flag and no direct-award justification present, but the substrate notes warn of possible false negatives.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/b75adb49-0fc3-4137-97e0-52e34629365d.bundle.json,True
b82dc843-7542-42ff-8bb8-144a9f5a82e3,ocds-b5fd17-422c1653-6acc-4cb5-b1a2-e6406d5c21e2,E2,L2,gpt-5.4-2026-03-05,097a569d2251577549793701c57c06aae869c770dcc753e4655442feeb9dcc41,"The award is under threshold (£34,000) and not a modification, but it is governed by PA23 and the record shows a selective method with no direct-award justification present. Publication occurred 28 days after award, and COI/debarment evidence is not available in this substrate.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/b82dc843-7542-42ff-8bb8-144a9f5a82e3.bundle.json,True
b9f0cf26-4628-4308-af72-160756bca302,ocds-b5fd17-d82467ec-66fe-43f2-8ea1-3ab1751d0b00,E2,L2,gpt-5.4-2026-03-05,110371dc3d5d5f12c6f7cd4118cac073833ef41d6946e96407da52430407b3a1,"The award is under threshold (£35,490) and published quickly (1 day), but it is a direct procurement with no linked direct-award justification found. Conflict-of-interest and debarment checks are not evidenced in this substrate, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/b9f0cf26-4628-4308-af72-160756bca302.bundle.json,True
b9f0fb6d-5fc0-45eb-8b40-c393a377f334,ocds-b5fd17-7b7e178e-18e1-44df-8817-4d385cc3aea0,E2,L2,gpt-5.4-2026-03-05,590ddeccbfaf0bd34e78102ba1033a36ebb555757b9079d92d0f286a0cf2d383,"The award is under-threshold at £125,000, but the record shows a selective method rather than open and no direct-award justification is present. Key governance checks are also incomplete here, notably conflict-of-interest disclosure and supplier exclusion screening.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/b9f0fb6d-5fc0-45eb-8b40-c393a377f334.bundle.json,True
bb103ea9-71e3-4879-b1a5-7d300114e044,ocds-b5fd17-61503f39-7e79-47c2-a658-2534811a1d3d,E2,L2,gpt-5.4-2026-03-05,3860d64908bd8df9e504c441d226488e3cc5ebaafaa7071ca4bfe0a59880c1d0,"This is an above-threshold £57m PA23 award published 33 days after award, and the record shows neither an open procedure nor a direct-award justification. Conflict-of-interest and debarment checks are also not evidenced in this substrate, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/bb103ea9-71e3-4879-b1a5-7d300114e044.bundle.json,True
bbda183b-a0c9-4498-95dd-adcf3c0b6068,ocds-b5fd17-a69c5779-6bfd-4307-8499-2395d597f096,E2,L2,gpt-5.4-2026-03-05,36101e45369abe5ca8f6cbec0d92e232220bc6eaf4f8fdcd500c5aeb53dfb810,"The award is under the stated threshold (£99,948) and not a modification, but it is governed by PA23 with a 34-day publication delay and the procurement method is 'selective' with no direct-award justification present. COI and debarment evidence are also not available in this record, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/bbda183b-a0c9-4498-95dd-adcf3c0b6068.bundle.json,True
bc34d52b-4435-41aa-9fac-ddb02bf57756,ocds-b5fd17-e5148d66-dfa4-4a07-9234-4a2cb973e929,E2,L2,gpt-5.4-2026-03-05,7e9301b105fd1bc418d50b4ca8b92b327f4147903281e3ea5bb4034fbe05d380,"The award is under PA23 and below threshold at £109,757, with a short 2-day publication delay and no modification issue apparent. However, the procurement method is recorded as selective rather than open, no direct-award justification is present, and the record cannot evidence conflict-of-interest or debarment checks.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/bc34d52b-4435-41aa-9fac-ddb02bf57756.bundle.json,True
bced0a24-6c7d-4ae1-850d-a0bab4ec3ce8,ocds-b5fd17-4b67cc22-c9e3-4720-9caf-59758f93bb77,E2,L2,gpt-5.4-2026-03-05,e734ea9272bad7d096aca1f34c220c0d225147d0c61a87418bccc8da9a3e3d46,"This is an above-threshold PA23 award (£150,000) published 12 days after award, but the record shows a selective method with no open-procedure flag and no direct-award justification present. COI and debarment checks are not evidenced in this substrate, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/bced0a24-6c7d-4ae1-850d-a0bab4ec3ce8.bundle.json,True
bd31368d-c17d-4986-ae8e-3aa701575f0e,ocds-b5fd17-3ce2376b-e540-4a92-913e-e38799762cec,E2,L2,gpt-5.4-2026-03-05,302f74d92d330c46f3ec44a9b0179565f3d5de9d30bfb4800819ecb29f316c13,"This is an above-threshold PA23 award (£250,000) and the record is not marked as open tender; the substrate shows tender.procurementMethod as 'selective' and no direct-award justification is present. Conflict-of-interest and debarment checks are not evidenced in this record, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/bd31368d-c17d-4986-ae8e-3aa701575f0e.bundle.json,True
bd3f87b0-3ca8-40c3-82c7-35564ca9ea41,ocds-b5fd17-33133490-6022-4696-ae1f-8bd22702926e,E2,L2,gpt-5.4-2026-03-05,e203939934df1051b296fc2659918085e403a960b05a20f0d0eb68b4389da58f,"The award is under threshold (£45,727.50) and not a modification, but the record shows a selective method with no direct-award justification present and publication occurred 34 days after award. COI and debarment checks are not evidenced in this substrate, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/bd3f87b0-3ca8-40c3-82c7-35564ca9ea41.bundle.json,True
bdb6fb81-74b5-4911-99e8-8bf1bff94738,ocds-b5fd17-7535d7b0-b6bb-4cb3-8ac6-a4ec534d75fb,E2,L2,gpt-5.4-2026-03-05,99869e2dd2687a130ca5784ddaa4127487b8a4673dab3198026d149789b7074d,"The award is under threshold (£21,000) and not a modification, but the record shows a 55-day publication delay under the PA23 regime and no open-procedure flag. Direct-award justification is marked absent with a known false-negative caveat, and COI/debarment evidence is not available in this substrate.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/bdb6fb81-74b5-4911-99e8-8bf1bff94738.bundle.json,True
be35c35a-fbc8-41fd-bdc9-32dbfed701e2,ocds-b5fd17-766fa96a-ab92-4f7d-a4a4-e9ad5bf7e813,E2,L2,gpt-5.4-2026-03-05,5ba8374f6267600f26b2e962725cc911db265a6239107d0a52df7998c5836eb7,"The award is treated as under-threshold with a recorded contract value of 0, but it is a PA23 award published 240 days after the award date proxy, which is unusually late. The procurement method is 'selective' and no direct-award justification is linked, while COI and debarment checks are not evidenced in this record.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/be35c35a-fbc8-41fd-bdc9-32dbfed701e2.bundle.json,True
be50bb82-f7fe-4842-87b7-5460adb610d8,ocds-b5fd17-83f67a10-fcaa-4beb-92d1-50b8e62576f2,E2,L2,gpt-5.4-2026-03-05,f93abacfc3f55c2f6c270478805ed706845f51132a9823b693dee9b8b6f98824,"This is an above-threshold £400,000 PA23 award and the record shows neither an open procedure nor a direct-award justification; the method is only noted as 'selective'. Conflict-of-interest and debarment checks are also not evidenced in this substrate, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/be50bb82-f7fe-4842-87b7-5460adb610d8.bundle.json,True
c425dc3b-b08e-403a-9d54-82289518bbb4,ocds-b5fd17-04b7e64f-b67e-412d-80e2-617d05385709,E2,L2,gpt-5.4-2026-03-05,640ff3c76caf0beaaecc4978a0c2af8b321086ab21f577fbd3f67bb45021e69d,"This is an above-threshold PA23 award (£1.8m) and the record shows a selective method with no open-procedure flag and no direct-award justification present, though the substrate notes a known false-negative risk. Publication delay is only 1 day and there is no modification, but COI and debarment checks are not evidenced here.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/c425dc3b-b08e-403a-9d54-82289518bbb4.bundle.json,True
c4af0b06-a04a-4644-8b1f-f4c4575d08a1,ocds-b5fd17-42c39281-8002-4ede-a1a8-aaed4fc64de3,E2,L2,gpt-5.4-2026-03-05,5ce118412d90325dbf1d4d173cd2c0c5487230940168d1e357911e738eb5fb2a,"This appears to be a PA23 above-threshold award (£162,561.70; award date 2026-03-25) published 35 days later, and the record shows a selective method with no direct-award justification present. COI and debarment checks are not evidenced in this substrate, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/c4af0b06-a04a-4644-8b1f-f4c4575d08a1.bundle.json,True
c6a8ba9c-3c8a-419d-be35-5e8648a31a07,ocds-b5fd17-e8b2fd62-5921-4788-955f-4e4bcad68b82,E2,L2,gpt-5.4-2026-03-05,42b97c776fdd221256e91701fca39d78b39cb2d1363899a09582d423e0ab9be2,"This appears to be a PA23 above-threshold award, but the record shows a selective method, no direct-award justification found, and publication 28 days after award. COI and debarment checks are not evidenced in this substrate, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/c6a8ba9c-3c8a-419d-be35-5e8648a31a07.bundle.json,True
c6e2be3e-a6aa-42a4-84ba-5840f54460de,ocds-b5fd17-9a2263a4-c2d5-4023-b405-882f8eacdd1e,E2,L2,gpt-5.4-2026-03-05,3b724a2ccc33fa63e025d64172c05439bb3263147ac6b51fc8ef9f4ac094f873,"The award is under-threshold (£87,000) and not a modification, but it is governed by PA23 and the record shows a 34-day publication delay plus a non-open method ('selective') with no direct-award justification present. COI and debarment checks are not evidenced in this substrate.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/c6e2be3e-a6aa-42a4-84ba-5840f54460de.bundle.json,True
c77fc08c-9576-41ed-97d8-ef6902f1ebbf,ocds-b5fd17-c4f03068-9a86-4250-b9d7-58d4fdf24b31,E2,L2,gpt-5.4-2026-03-05,5e6718d44efb4e1ef7e37112a42d5d420ec667e673483476f159eb33efe24616,"The award is under PA23 and below threshold at £33,162.24, but the record shows a 40-day publication delay and a selective, non-open method with no linked direct-award justification. Conflict-of-interest and debarment checks are not evidenced in this substrate, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/c77fc08c-9576-41ed-97d8-ef6902f1ebbf.bundle.json,True
c852d420-cc4d-4126-b825-f804ca7fdca9,ocds-b5fd17-471bb852-9469-4d7f-99e0-3f1dd43ee676,E2,L2,gpt-5.4-2026-03-05,dfa04eaedac7aeefbfee43d6a9878f8a7fcebcedc68990fc582fe7a14654b0b4,"The record shows a PA23 award on 2026-03-30, published 30 days later, with tender.procurementMethod indicated as direct and no direct-award justification found. Because the justification field is low-confidence and COI/debarment evidence is absent from this substrate, the audit trail is insufficient for a clean pass.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/c852d420-cc4d-4126-b825-f804ca7fdca9.bundle.json,True
c9722f73-8830-4b8f-a8ba-7c23c84b67de,ocds-b5fd17-faae58e9-b64a-4ff5-a048-26219049d02e,E2,L2,gpt-5.4-2026-03-05,f6dc213107b15a198b7216b3f9e6d683af8a4004d5f2c8a7370b9fef63b0bd25,"The award is under threshold (£71,635.20) and not a modification, but it is governed by PA23 and the record shows a selective method with no open-tender flag or direct-award justification. COI and debarment checks are not evidenced in this substrate, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/c9722f73-8830-4b8f-a8ba-7c23c84b67de.bundle.json,True
ca286d71-bfaf-4cc9-b2a2-f824141646df,ocds-b5fd17-d49d7e75-6ed1-4b26-8eff-fbb7079fde80,E2,L2,gpt-5.4-2026-03-05,01eb12950da725fe2f8199f046b87cffec3390b4ba64a2bb033ea11f11843af4,"The award is under PA23 and below threshold at £90,000, but the record shows a selective method with no open-procedure flag and no direct-award justification present. COI and debarment checks are not evidenced in this substrate, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/ca286d71-bfaf-4cc9-b2a2-f824141646df.bundle.json,True
ca6f5910-c2e8-4ad0-bbe5-1f9f3348954f,ocds-b5fd17-e4f8827a-341a-4064-86bb-99fa7efcefeb,E2,L2,gpt-5.4-2026-03-05,8a7f531123307c5bcdf02204b5c0c175bfdeaa2154c83cab186292b78f36a65f,"This is an above-threshold PA23 award (£2,907,903) published 41 days after the award date, and the record shows a selective method with no direct-award justification present. COI and debarment checks are not evidenced in this substrate, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/ca6f5910-c2e8-4ad0-bbe5-1f9f3348954f.bundle.json,True
cb14d66e-ac79-4385-bb71-6e90213de4ce,ocds-b5fd17-18732304-db52-493a-bf90-1d824c6aed5b,E2,L2,gpt-5.4-2026-03-05,ef75a4e3d355925df2ff054d5b7694a206fb28f98f44465ac2fc71811ceee2eb,"This is an above-threshold PA23 award (£745,829.91) published 13 days after award, but the record shows a selective method and no direct-award justification is present. Conflict-of-interest and debarment checks are not evidenced in this substrate, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/cb14d66e-ac79-4385-bb71-6e90213de4ce.bundle.json,True
cbb53f58-e211-4004-a6ad-8d4041654fc2,ocds-b5fd17-4357f2f1-cd78-4ae3-9c4d-a1bb8175fbd6,E2,L2,gpt-5.4-2026-03-05,8a6451ce1d195519e23f03b0ea798a677939642631c23e1ae507957e86aa3c28,"The record shows an above-threshold £2.5m PA23 award using an open procedure and no modification, which reduces concern. However, debarment screening and conflict-of-interest disclosure are not evidenced in this substrate, and the 13-day publication delay should be checked against the organisation's timing rule.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/cbb53f58-e211-4004-a6ad-8d4041654fc2.bundle.json,True
cc711e96-a6a9-484c-a35d-abf55e554dde,ocds-b5fd17-1e365041-27aa-4832-8d8c-927d140c65f3,E2,L2,gpt-5.4-2026-03-05,6f7fe43dc801d8a51370d97e612fe960e36e21f0fecd552280fe8454f8563ec4,"This is an above-threshold PA23 award (£160,196) published 30 days after the award date proxy, and the record shows a selective method with no open-procedure flag or direct-award justification. COI and debarment checks are not evidenced in this substrate, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/cc711e96-a6a9-484c-a35d-abf55e554dde.bundle.json,True
ccad4b94-6ed3-4366-acf2-4b763176aa2a,ocds-b5fd17-72a22903-83ff-480c-8b96-d54950f89ac2,E2,L2,gpt-5.4-2026-03-05,84ae914a334fa950451179f11c8c70696f87852f1d9726b275e2b9b71f41a984,"The award is under PA23 and below threshold at £125,000, but the record shows a selective method with no open-tender flag and no direct-award justification present. Publication was 23 days after award and COI/debarment evidence is not available in this substrate, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/ccad4b94-6ed3-4366-acf2-4b763176aa2a.bundle.json,True
d0e87b41-c717-441b-a6cd-178f8754fe2f,ocds-b5fd17-876da40e-3fd2-4527-9333-6a1f6478f9d0,E2,L2,gpt-5.4-2026-03-05,daf241ce337436c665d7cf2c7a4ffcf13493e64f7e0854f0535ef6f8a6467a16,"This is an above-threshold PA23 award (£760,453) published 33 days after the award date proxy, and the record shows a selective method with no linked direct-award justification. Conflict-of-interest and debarment checks are not evidenced in this substrate, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/d0e87b41-c717-441b-a6cd-178f8754fe2f.bundle.json,True
d1250ccf-84fd-4fc7-96b7-74f792a8c35f,ocds-b5fd17-70309a23-32d2-4100-8911-f6095b9bd14c,E2,L2,gpt-5.4-2026-03-05,fefa85b47afed37a0dde8e77199355ea146d2c92aad6f2657934f01762c39b36,"This is a £9.9m above-threshold PA23 award, but the record shows a selective method with no open-procedure flag and no direct-award justification present. Publication was 28 days after award and COI/debarment evidence is not available in this substrate, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/d1250ccf-84fd-4fc7-96b7-74f792a8c35f.bundle.json,True
d1f76715-bc2d-422c-9e30-616368431283,ocds-b5fd17-4a24fac3-6ff5-422d-9495-59427159a4e1,E2,L2,gpt-5.4-2026-03-05,e16baef200deb737ebd1e15bc913949d016d2b05bcf3eb3d12197168e5ef81b8,"This is an above-threshold PA23 award (£1,425,000) published 34 days after award, and the record shows a selective method with no direct-award justification present. COI and debarment checks are not evidenced in this substrate, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/d1f76715-bc2d-422c-9e30-616368431283.bundle.json,True
d2acd1e9-5f6b-4c8e-9803-0324bb11be34,ocds-b5fd17-65bc4fa7-0b02-418d-88b1-42da866782f9,E2,L2,gpt-5.4-2026-03-05,0ce5e460849bc1ce68a89f54623ad95c4761ec477e5a1f9af280e97f05a1efe3,"This is an above-threshold PA23 award worth £2.96m, recorded as a direct procurement with no direct-award justification present and a 234-day publication delay. COI and debarment checks are not evidenced in this substrate, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/d2acd1e9-5f6b-4c8e-9803-0324bb11be34.bundle.json,True
d2bacdcc-e312-4b1e-8879-26ab09b91f0b,ocds-b5fd17-d2d70a15-1847-4dce-98b7-5868d953ab2f,E2,L2,gpt-5.4-2026-03-05,c0027c6405d0088bbe26a2694488a8255d015b7a7ff48e954b27de01d306b2b9,"The award is under PA23 and low value (£27,553.28), but publication occurred 51 days after the award date proxy and the procurement method is not open ('selective') with no direct-award justification evidenced. COI and debarment checks are also not evidenced in this substrate.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/d2bacdcc-e312-4b1e-8879-26ab09b91f0b.bundle.json,True
d4ad0dc4-14fb-496e-bba7-1f07646780f2,ocds-b5fd17-b48e57ce-8a01-4306-975c-5d6bf4376176,E2,L2,gpt-5.4-2026-03-05,613cedf59945795c736b50553c8fce56b92c6117e0e63f07e4036186700295a7,"The award is post-PA23, valued at £102,207.06 and marked below threshold, but the record shows a selective method with no open-procedure evidence and no direct-award justification. Publication was 43 days after award, and debarment/COI checks are not evidenced in this substrate.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/d4ad0dc4-14fb-496e-bba7-1f07646780f2.bundle.json,True
d5916439-3786-460e-8bca-a6555c787df4,ocds-b5fd17-efad1c42-9c41-4099-b0e2-7ff56de763ed,E2,L2,gpt-5.4-2026-03-05,090b45c1dcbc93e5ce56f15ee7bf1fefa483230ea64a533e6ee73497898c195f,"The award is marked as an open procedure and low value (£48,000), so method and authority look broadly low risk. However, the publication delay is 114 days under the PA23 regime, and the record cannot evidence conflict-of-interest or debarment checks from this substrate.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/d5916439-3786-460e-8bca-a6555c787df4.bundle.json,True
d5950348-8e71-45bf-a941-b893ae224fad,ocds-b5fd17-4eb72f57-ba9d-499f-abe1-997e7dab7117,E2,L2,gpt-5.4-2026-03-05,b98b5d8009c7947d522792414696679e43fb96f61beb4a69ab5e30e0aed439a2,"The award is under PA23 and below threshold (£44,329.90), but the record shows a selective method with no open-procedure flag and no direct-award justification present. Publication was 29 days after award, and COI/debarment evidence is not available in this substrate, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/d5950348-8e71-45bf-a941-b893ae224fad.bundle.json,True
d5a48359-cef7-47f6-b407-3d36ca0bf060,ocds-b5fd17-83c08be1-d299-4a95-8d37-11e4f0ca6590,E2,L2,gpt-5.4-2026-03-05,ae50701cab4682812b37982856b94697ed2a6715d33bcc19bb8ea9d775fc8dc6,"This is an above-threshold PA23 award (£1,259,250) with a non-open method indicated as selective, but no direct-award justification is present and the open-procedure flag is absent. Publication occurred 29 days after award, and COI/debarment evidence is not available in this record, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/d5a48359-cef7-47f6-b407-3d36ca0bf060.bundle.json,True
d5d08cd2-e2ab-4042-b3d2-11f6fbcb90d0,ocds-b5fd17-24a62207-e325-4b1a-a84e-97b8f8bb42ff,E2,L2,gpt-5.4-2026-03-05,443b4dfa7105466044ea480b5d8776e3d57964c6ef101eabb86dbcea057c3a8a,"The award is under PA23 and was published 85 days after the award date proxy, which may breach publication timing rules. The record also shows a selective method with no direct-award justification present, but the substrate notes warn this may be a false negative.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/d5d08cd2-e2ab-4042-b3d2-11f6fbcb90d0.bundle.json,True
d830ca01-f472-435d-86e3-7d3b24873b55,ocds-b5fd17-08d2b4f3-57ce-4fe8-8c9d-624623556b83,E2,L2,gpt-5.4-2026-03-05,f69514910f814e67a774410ec16d06b1de6a68903f0e2aa470bab353c8e3767f,"This is an above-threshold PA23 award (£250,000) with a non-open method indicated ('selective'), but no direct-award justification is present and the publication delay is 34 days. COI and debarment checks are not evidenced in this record, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/d830ca01-f472-435d-86e3-7d3b24873b55.bundle.json,True
d9a9c603-3b21-4aea-9a84-f5a49acc1846,ocds-b5fd17-cfea4dd8-91ba-4e7d-9b84-216a39d58d78,E2,L2,gpt-5.4-2026-03-05,c72eca230948b81f2c38aa35af71168661546212caae3cb8edbae7d093236648,"The record shows a PA23 award on 2026-03-16 published 43 days later and tender.procurementMethod as direct, but no direct-award justification is present and the linkage is noted as a possible false negative. COI and debarment evidence are also not available in this substrate.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/d9a9c603-3b21-4aea-9a84-f5a49acc1846.bundle.json,True
d9deea1e-0fbf-4970-9e21-dfcae052019d,ocds-b5fd17-c060e681-fd5a-47cd-b5ee-407b987da902,E2,L2,gpt-5.4-2026-03-05,40c8eedbb6460383e186f985dd1cc2156b4002af32efa11e7f18e6e08893ddd8,"This appears to be a post-PA23 above-threshold award (£144,822.28) with a non-open method indicated as selective, but no direct-award justification is present and the substrate cannot evidence any conflict-of-interest or debarment checks. Publication delay is only 2 days, so the main issue is incomplete governance evidence.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/d9deea1e-0fbf-4970-9e21-dfcae052019d.bundle.json,True
de3e9420-61e8-4079-a086-fde77009cc3b,ocds-b5fd17-01f081ee-01c3-4c86-b410-f96b3ebe515a,E2,L2,gpt-5.4-2026-03-05,7281e14a4ee79e54d585f1b494ae34aa055aa46185070965c51dcf9e6dbb7825,"This is an above-threshold PA23 award (£535,586.38) published 50 days after the award date, which may breach publication timing depending on the applicable notice deadline. The record also shows a non-open ('selective') method with no direct-award justification found, but the substrate notes warn this may be a false negative.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/de3e9420-61e8-4079-a086-fde77009cc3b.bundle.json,True
de8f8870-a51f-4978-954f-277c87530628,ocds-b5fd17-65510e99-22bf-48a8-8ea4-fd2f380d700d,E2,L2,gpt-5.4-2026-03-05,a805b8984584c4cc4b7acfa8a24a4ff405a51611bc125bb042f6baa70c0c4031,"The record is sparse: under PA23 it shows a low-value £8,400 award published after 2 days, but there is no open-procedure indicator and no direct-award justification, with the justification field noted as a possible false negative. Conflict-of-interest and debarment checks are also not evidenced in this substrate.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/de8f8870-a51f-4978-954f-277c87530628.bundle.json,True
e036d0d1-2133-4130-9a9d-8f410362ea86,ocds-b5fd17-6398b951-5c2f-4546-a383-58a16437352a,E2,L2,gpt-5.4-2026-03-05,4d981d99e401abd267193cbf8a2e0227df26325b2a945594612cb9100313e33f,"The award is under PA23 and below threshold at £49,957.49, with publication 8 days after award, but the record shows a selective method and no direct-award justification. Conflict-of-interest and debarment checks are not evidenced in this substrate, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/e036d0d1-2133-4130-9a9d-8f410362ea86.bundle.json,True
e0b6f37c-042b-4e50-850e-dc90541e683f,ocds-b5fd17-ad3bcfb8-fa49-4c48-8f59-5fe60b476c9f,E2,L2,gpt-5.4-2026-03-05,9a1565b7559903853b1d6fbebb9e0de30ebf9025d88d49a0e3f11ddc8f5d102f,"The record looks low risk on timing and method: PA23 applies, publication was 1 day after award, the value is only 115.5, and the procurement is flagged open. However, conflict-of-interest evidence is absent in this substrate and the direct-award justification field is a known false-negative, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/e0b6f37c-042b-4e50-850e-dc90541e683f.bundle.json,True
e2786b11-5463-42b9-9e86-040756b6e8fd,ocds-b5fd17-f67a6446-2abd-4610-8f2f-ee7a566d5625,E2,L2,gpt-5.4-2026-03-05,5c1b4ef086b39f4dc634a02b062e200b9e0b6d01d306d97b6582e50d81e42ae2,"The record shows a 454-day publication delay and a selective, non-open method with no linked direct-award justification, but key fields are proxies or known false-negative/absent data. COI and debarment checks are not evidenced in this substrate, so the audit trail is insufficient to confirm compliance.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/e2786b11-5463-42b9-9e86-040756b6e8fd.bundle.json,True
e320ebe4-dddd-4bda-8486-204e05a564b7,ocds-b5fd17-f55a65b9-251d-4d51-b177-0b10c83f3326,E2,L2,gpt-5.4-2026-03-05,cef09e7792b844dfffa6d1f9c42838032dfe2af0e0376de04e9d0df749ae20b8,"This appears to be a PA23 award dated 2026-03-23, published 36 days later, with tender.procurementMethod marked direct and no direct-award justification evidenced in the record. COI and debarment checks are also not evidenced on this substrate, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/e320ebe4-dddd-4bda-8486-204e05a564b7.bundle.json,True
e42773a4-45db-4496-bc5e-6a998e420c64,ocds-b5fd17-a5097d70-4758-4a98-b1b1-bc66fbd53c09,E2,L2,gpt-5.4-2026-03-05,108558c68f4e401e543bbe7356166fc5fde06f3f9cf79a56d5f1ec8d058f00a1,"The award is under threshold (£85,097) and not a modification, but key governance evidence is missing: no open-procedure flag, no direct-award justification, and Contracts Finder data cannot evidence any conflict-of-interest declaration. Publication was 13 days after award under PA23, which may need confirmation against the buyer’s timing rule.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/e42773a4-45db-4496-bc5e-6a998e420c64.bundle.json,True
e61e2c51-8727-4d8d-91ea-0712b1cf632f,ocds-b5fd17-536c115b-55f7-49c0-83d8-d21788b3f872,E2,L2,gpt-5.4-2026-03-05,732fd1abfdcfa3e870b81445750cb77790cd2e4e7d31413fc551d54ae4e677d3,"This is an above-threshold PA23 award worth £3,335,171.93, but the record shows a 119-day publication delay and no open-procedure flag; it also lacks any direct-award justification. COI and debarment checks are not evidenced in this substrate, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/e61e2c51-8727-4d8d-91ea-0712b1cf632f.bundle.json,True
e6d5dcd9-25e5-4371-ac83-702686e8bb25,ocds-b5fd17-58b4b90b-2b40-42f8-abd4-5bfa9ed5971a,E2,L2,gpt-5.4-2026-03-05,165306405f49c83d1c9319db0b85e49cee271ddd5125a0835096fdde230fca83,"The record shows a PA23-governed direct award for £72,280 with no direct-award justification present, while the substrate notes warn this may be a false negative. Conflict-of-interest and debarment checks are not evidenced in this data, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L2/e6d5dcd9-25e5-4371-ac83-702686e8bb25.bundle.json,True
